lane_id,edge_id,from_node,to_node,speed,length
477643154_02020102_02_1,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
477643154_02020102_02_2,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
477643154_02020102_02_3,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
477643154_02020102_02_4,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
477643154_02020102_02_5,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
477643154_0202020101_01_0,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_1,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_2,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_3,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_4,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_5,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_01_6,477643154_0202020101_01,SN20220622161808J,SN20220622162003J,19.44,58.9
477643154_0202020101_02_0,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020101_02_1,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020101_02_2,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020101_02_3,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020101_02_4,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020101_02_5,477643154_0202020101_02,SN20220622162003J,SN20220622161808J,19.44,58.9
477643154_0202020102_01_0,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_01_1,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_01_2,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_01_3,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_01_4,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_01_5,477643154_0202020102_01,SN20220622162003J,SN20220622161821J,19.44,11.96
477643154_0202020102_02_0,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_0202020102_02_1,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_0202020102_02_2,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_0202020102_02_3,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_0202020102_02_4,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_0202020102_02_5,477643154_0202020102_02,SN20220622161821J,SN20220622162003J,19.44,11.96
477643154_02020202_01_0,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_01_1,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_01_2,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_01_3,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_01_4,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_01_5,477643154_02020202_01,SN20220622161821J,202477,19.44,39.01
477643154_02020202_02_0,477643154_02020202_02,202477,SN20220622161821J,19.44,39.01
477643154_02020202_02_1,477643154_02020202_02,202477,SN20220622161821J,19.44,39.01
477643154_02020202_02_2,477643154_02020202_02,202477,SN20220622161821J,19.44,39.01
477643154_02020202_02_3,477643154_02020202_02,202477,SN20220622161821J,19.44,39.01
477643154_02020202_02_4,477643154_02020202_02,202477,SN20220622161821J,19.44,39.01
477648050_010101_01_0,477648050_010101_01,201278,SN20220924160119A,13.89,70.84
477648050_010101_01_1,477648050_010101_01,201278,SN20220924160119A,13.89,70.84
477648050_010101_02_0,477648050_010101_02,SN20220924160119A,201278,13.89,70.84
477648050_010101_02_1,477648050_010101_02,SN20220924160119A,201278,13.89,70.84
477648050_010101_02_2,477648050_010101_02,SN20220924160119A,201278,13.89,70.84
477648050_0202_01_0,477648050_0202_01,SN20220924160309A,201289,13.89,54.63
477648050_0202_01_1,477648050_0202_01,SN20220924160309A,201289,13.89,54.63
477648050_0202_01_2,477648050_0202_01,SN20220924160309A,201289,13.89,54.63
477648050_0202_02_0,477648050_0202_02,201289,SN20220924160309A,13.89,54.63
477648050_0202_02_1,477648050_0202_02,201289,SN20220924160309A,13.89,54.63
477648264_0101_01_0,477648264_0101_01,201672,SN20220622164058B,19.44,30.01
477648264_0101_01_1,477648264_0101_01,201672,SN20220622164058B,19.44,30.01
477648264_0101_01_2,477648264_0101_01,201672,SN20220622164058B,19.44,30.01
477648264_0101_01_3,477648264_0101_01,201672,SN20220622164058B,19.44,30.01
477648264_0101_01_4,477648264_0101_01,201672,SN20220622164058B,19.44,30.01
477648264_0101_02_0,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_1,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_2,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_3,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_4,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_5,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0101_02_6,477648264_0101_02,SN20220622164058B,201672,19.44,30.01
477648264_0102_01_0,477648264_0102_01,SN20220622164058B,SN20220622164054B,19.44,0.2
477648264_0102_01_1,477648264_0102_01,SN20220622164058B,SN20220622164054B,19.44,0.2
477648264_0102_01_2,477648264_0102_01,SN20220622164058B,SN20220622164054B,19.44,0.2
477648264_0102_01_3,477648264_0102_01,SN20220622164058B,SN20220622164054B,19.44,0.2
477648264_0102_01_4,477648264_0102_01,SN20220622164058B,SN20220622164054B,19.44,0.2
477648264_0102_02_0,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0102_02_1,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0102_02_2,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0102_02_3,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0102_02_4,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0102_02_5,477648264_0102_02,SN20220622164054B,SN20220622164058B,19.44,0.2
477648264_0201_01_0,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_01_1,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_01_2,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_01_3,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_01_4,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_01_5,477648264_0201_01,SN20220622164054B,SN20220622164105B,19.44,40.22
477648264_0201_02_0,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_0201_02_1,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_0201_02_2,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_0201_02_3,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_0201_02_4,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_0201_02_5,477648264_0201_02,SN20220622164105B,SN20220622164054B,19.44,40.22
477648264_020201_01_0,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_1,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_2,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_3,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_4,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_5,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_01_6,477648264_020201_01,SN20220622164105B,SN20220622164203B,19.44,5.95
477648264_020201_02_0,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020201_02_1,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020201_02_2,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020201_02_3,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020201_02_4,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020201_02_5,477648264_020201_02,SN20220622164203B,SN20220622164105B,19.44,4.49
477648264_020202_01_0,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_01_1,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_01_2,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_01_3,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_01_4,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_01_5,477648264_020202_01,SN20220622164203B,202848,19.44,67.63
477648264_020202_02_0,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648264_020202_02_1,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648264_020202_02_2,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648264_020202_02_3,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648264_020202_02_4,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648264_020202_02_5,477648264_020202_02,202848,SN20220622164203B,19.44,67.63
477648265_01_01_0,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_01_1,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_01_2,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_01_3,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_01_4,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_01_5,477648265_01_01,201800,SN20220622164834B,19.44,31.56
477648265_01_02_0,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_01_02_1,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_01_02_2,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_01_02_3,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_01_02_4,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_01_02_5,477648265_01_02,SN20220622164834B,201800,19.44,31.56
477648265_02_01_0,477648265_02_01,SN20220622164834B,202848,19.44,44.56
477648265_02_01_1,477648265_02_01,SN20220622164834B,202848,19.44,44.56
477648265_02_01_2,477648265_02_01,SN20220622164834B,202848,19.44,44.56
477648265_02_01_3,477648265_02_01,SN20220622164834B,202848,19.44,44.56
477648265_02_01_4,477648265_02_01,SN20220622164834B,202848,19.44,44.56
477648265_02_02_0,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648265_02_02_1,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648265_02_02_2,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648265_02_02_3,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648265_02_02_4,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648265_02_02_5,477648265_02_02,202848,SN20220622164834B,19.44,44.56
477648987_01_0,477648987_01,202957,202958,13.89,20.25
477648987_02_0,477648987_02,202958,202957,13.89,20.25
477649507_01_01_0,477649507_01_01,201274,SN20220925185601A,13.89,102.98
477649507_01_01_1,477649507_01_01,201274,SN20220925185601A,13.89,102.98
477649507_01_02_0,477649507_01_02,SN20220925185601A,201274,13.89,102.98
477649507_01_02_1,477649507_01_02,SN20220925185601A,201274,13.89,102.98
477649507_01_02_2,477649507_01_02,SN20220925185601A,201274,13.89,102.98
477649507_02_01_0,477649507_02_01,SN20220925185601A,203019,13.89,26.64
477649507_02_01_1,477649507_02_01,SN20220925185601A,203019,13.89,26.64
477649507_02_02_0,477649507_02_02,203019,SN20220925185601A,13.89,26.64
477649507_02_02_1,477649507_02_02,203019,SN20220925185601A,13.89,26.64
477649507_02_02_2,477649507_02_02,203019,SN20220925185601A,13.89,26.64
477649508_01_01_0,477649508_01_01,201292,SN20220924161746A,13.89,63.05
477649508_01_01_1,477649508_01_01,201292,SN20220924161746A,13.89,63.05
477649508_01_02_0,477649508_01_02,SN20220924161746A,201292,13.89,63.05
477649508_01_02_1,477649508_01_02,SN20220924161746A,201292,13.89,63.05
477649508_01_02_2,477649508_01_02,SN20220924161746A,201292,13.89,63.05
477649508_0201_01_0,477649508_0201_01,SN20220924161746A,SN20220924161800A,13.89,3.91
477649508_0201_01_1,477649508_0201_01,SN20220924161746A,SN20220924161800A,13.89,3.91
477649508_0201_01_2,477649508_0201_01,SN20220924161746A,SN20220924161800A,13.89,3.91
477649508_0201_02_0,477649508_0201_02,SN20220924161800A,SN20220924161746A,13.89,3.91
477649508_0201_02_1,477649508_0201_02,SN20220924161800A,SN20220924161746A,13.89,3.91
477649508_0201_02_2,477649508_0201_02,SN20220924161800A,SN20220924161746A,13.89,3.91
477649508_0202_01_0,477649508_0202_01,SN20220924161800A,203019,13.89,13.54
477649508_0202_01_1,477649508_0202_01,SN20220924161800A,203019,13.89,13.54
477649508_0202_01_2,477649508_0202_01,SN20220924161800A,203019,13.89,13.54
477649508_0202_02_0,477649508_0202_02,203019,SN20220924161800A,13.89,13.54
477649508_0202_02_1,477649508_0202_02,203019,SN20220924161800A,13.89,13.54
477649509_01_0,477649509_01,201301,203020,13.89,22.21
477649509_01_1,477649509_01,201301,203020,13.89,22.21
477649509_01_2,477649509_01,201301,203020,13.89,22.21
477649509_02_0,477649509_02,203020,201301,13.89,22.21
477649509_02_1,477649509_02,203020,201301,13.89,22.21
477649511_01_0,477649511_01,201634,203021,13.89,25.18
477649511_01_1,477649511_01,201634,203021,13.89,25.18
477649511_02_0,477649511_02,203021,201634,13.89,24.47
477649511_02_1,477649511_02,203021,201634,13.89,24.47
477649534_01_01_0,477649534_01_01,203031,SN20220925192823B,13.89,100.48
477649534_01_01_1,477649534_01_01,203031,SN20220925192823B,13.89,100.48
477649534_01_01_2,477649534_01_01,203031,SN20220925192823B,13.89,100.48
477649534_01_01_3,477649534_01_01,203031,SN20220925192823B,13.89,100.48
477649534_01_02_0,477649534_01_02,SN20220925192823B,203031,13.89,100.32
477649534_01_02_1,477649534_01_02,SN20220925192823B,203031,13.89,100.32
477649534_01_02_2,477649534_01_02,SN20220925192823B,203031,13.89,100.32
477649534_02_01_0,477649534_02_01,SN20220925192823B,204073,13.89,38.69
477649534_02_01_1,477649534_02_01,SN20220925192823B,204073,13.89,38.69
477649534_02_01_2,477649534_02_01,SN20220925192823B,204073,13.89,38.69
477649534_02_01_3,477649534_02_01,SN20220925192823B,204073,13.89,38.69
477649534_02_02_0,477649534_02_02,204073,SN20220925192823B,13.89,38.69
477649534_02_02_1,477649534_02_02,204073,SN20220925192823B,13.89,38.69
477649534_02_02_2,477649534_02_02,204073,SN20220925192823B,13.89,38.69
477649534_02_02_3,477649534_02_02,204073,SN20220925192823B,13.89,38.69
477649536_01_0,477649536_01,203030,203032,13.89,100.48
477649536_02_0,477649536_02,203032,203030,13.89,100.48
477649538_0101_01_0,477649538_0101_01,202476,SN20220622162449J,16.67,37.52
477649538_0101_01_1,477649538_0101_01,202476,SN20220622162449J,16.67,37.52
477649538_0101_01_2,477649538_0101_01,202476,SN20220622162449J,16.67,37.52
477649538_0101_02_0,477649538_0101_02,SN20220622162449J,202476,16.67,37.28
477649538_0101_02_1,477649538_0101_02,SN20220622162449J,202476,16.67,37.28
477649538_0101_02_2,477649538_0101_02,SN20220622162449J,202476,16.67,37.28
477649538_0101_02_3,477649538_0101_02,SN20220622162449J,202476,16.67,37.28
477649538_0102_01_0,477649538_0102_01,SN20220622162449J,SN20220622162415J,16.67,12.35
477649538_0102_01_1,477649538_0102_01,SN20220622162449J,SN20220622162415J,16.67,12.35
477649538_0102_01_2,477649538_0102_01,SN20220622162449J,SN20220622162415J,16.67,12.35
477649538_0102_02_0,477649538_0102_02,SN20220622162415J,SN20220622162449J,16.67,12.35
477649538_0102_02_1,477649538_0102_02,SN20220622162415J,SN20220622162449J,16.67,12.35
477649538_0102_02_2,477649538_0102_02,SN20220622162415J,SN20220622162449J,16.67,12.35
477649538_0102_02_3,477649538_0102_02,SN20220622162415J,SN20220622162449J,16.67,12.35
477649538_02_01_0,477649538_02_01,SN20220622162415J,203030,16.67,13.36
477649538_02_01_1,477649538_02_01,SN20220622162415J,203030,16.67,13.36
477649538_02_01_2,477649538_02_01,SN20220622162415J,203030,16.67,13.36
477649538_02_02_0,477649538_02_02,203030,SN20220622162415J,16.67,13.36
477649538_02_02_1,477649538_02_02,203030,SN20220622162415J,16.67,13.36
477649538_02_02_2,477649538_02_02,203030,SN20220622162415J,16.67,13.36
477649538_02_02_3,477649538_02_02,203030,SN20220622162415J,16.67,13.36
477649540_01_0,477649540_01,203031,203033,13.89,106.02
477649540_02_0,477649540_02,203033,203031,13.89,101.92
477649543_01_0,477649543_01,203030,203034,16.67,17.99
477649543_01_1,477649543_01,203030,203034,16.67,17.99
477649543_01_2,477649543_01,203030,203034,16.67,17.99
477649543_02_0,477649543_02,203034,203030,16.67,17.99
477649543_02_1,477649543_02,203034,203030,16.67,17.99
477649543_02_2,477649543_02,203034,203030,16.67,17.99
477649545_01_0,477649545_01,201305,634264,13.89,125.56
477649545_01_1,477649545_01,201305,634264,13.89,125.56
477649545_02_0,477649545_02,634264,201305,13.89,125.56
477649545_02_1,477649545_02,634264,201305,13.89,125.56
477649546_01_0,477649546_01,634204,634264,13.89,5.41
477649546_01_1,477649546_01,634204,634264,13.89,5.41
477649546_02_0,477649546_02,634264,634204,13.89,5.41
477649546_02_1,477649546_02,634264,634204,13.89,5.41
477649552_01_0,477649552_01,203031,203034,16.67,117.53
477649552_01_1,477649552_01,203031,203034,16.67,117.53
477649552_01_2,477649552_01,203031,203034,16.67,117.53
477649552_02_0,477649552_02,203034,203031,16.67,117.72
477649552_02_1,477649552_02,203034,203031,16.67,117.72
477649552_02_2,477649552_02,203034,203031,16.67,117.72
477649555_01_0,477649555_01,203035,203037,13.89,29.13
477649555_02_0,477649555_02,203037,203035,13.89,29.13
477649557_01_0,477649557_01,203036,203037,13.89,28.61
477649557_02_0,477649557_02,203037,203036,13.89,28.61
477649559_01_0,477649559_01,201301,203037,13.89,128.86
477649559_01_1,477649559_01,201301,203037,13.89,128.86
477649559_02_0,477649559_02,203037,201301,13.89,128.81
477649559_02_1,477649559_02,203037,201301,13.89,128.81
477649560_01_0,477649560_01,203037,634204,13.89,128.02
477649560_01_1,477649560_01,203037,634204,13.89,128.02
477649560_02_0,477649560_02,634204,203037,13.89,128.02
477649560_02_1,477649560_02,634204,203037,13.89,128.02
477649561_01_01_0,477649561_01_01,203038,SN20220922012037D,13.89,11.77
477649561_01_01_1,477649561_01_01,203038,SN20220922012037D,13.89,11.77
477649561_01_02_0,477649561_01_02,SN20220922012037D,203038,13.89,11.77
477649571_010101_01_0,477649571_010101_01,201301,SN20220920231404C,13.89,60.73
477649571_010101_01_1,477649571_010101_01,201301,SN20220920231404C,13.89,60.73
477649571_010101_02_0,477649571_010101_02,SN20220920231404C,201301,13.89,60.73
477649571_010101_02_1,477649571_010101_02,SN20220920231404C,201301,13.89,60.73
477649571_010101_02_2,477649571_010101_02,SN20220920231404C,201301,13.89,60.73
477649571_010102_01_0,477649571_010102_01,SN20220920231404C,SN20220920230831C,13.89,14.16
477649571_010102_01_1,477649571_010102_01,SN20220920231404C,SN20220920230831C,13.89,14.16
477649571_010102_02_0,477649571_010102_02,SN20220920230831C,SN20220920231404C,13.89,14.16
477649571_010102_02_1,477649571_010102_02,SN20220920230831C,SN20220920231404C,13.89,14.16
477649571_010102_02_2,477649571_010102_02,SN20220920230831C,SN20220920231404C,13.89,14.16
477649571_0102_01_0,477649571_0102_01,SN20220920230831C,SN20220920230824C,13.89,0.2
477649571_0102_01_1,477649571_0102_01,SN20220920230831C,SN20220920230824C,13.89,0.2
477649571_0102_01_2,477649571_0102_01,SN20220920230831C,SN20220920230824C,13.89,0.2
477649571_0102_02_0,477649571_0102_02,SN20220920230824C,SN20220920230831C,13.89,0.2
477649571_0102_02_1,477649571_0102_02,SN20220920230824C,SN20220920230831C,13.89,0.2
477649571_0102_02_2,477649571_0102_02,SN20220920230824C,SN20220920230831C,13.89,0.2
477649571_0102_02_3,477649571_0102_02,SN20220920230824C,SN20220920230831C,13.89,0.2
477649571_02_01_0,477649571_02_01,SN20220920230824C,203039,13.89,37.89
477649571_02_01_1,477649571_02_01,SN20220920230824C,203039,13.89,37.89
477649571_02_01_2,477649571_02_01,SN20220920230824C,203039,13.89,37.89
477649571_02_02_0,477649571_02_02,203039,SN20220920230824C,13.89,37.89
477649571_02_02_1,477649571_02_02,203039,SN20220920230824C,13.89,37.89
477649571_02_02_2,477649571_02_02,203039,SN20220920230824C,13.89,37.89
477649575_01_01_0,477649575_01_01,202957,SN20220922010457D,13.89,49.07
477649575_01_01_1,477649575_01_01,202957,SN20220922010457D,13.89,49.07
477649575_01_02_0,477649575_01_02,SN20220922010457D,202957,13.89,49.07
477649575_01_02_1,477649575_01_02,SN20220922010457D,202957,13.89,49.07
477649575_02_01_0,477649575_02_01,SN20220922010457D,203038,13.89,20.83
477649575_02_01_1,477649575_02_01,SN20220922010457D,203038,13.89,20.83
477649575_02_02_0,477649575_02_02,203038,SN20220922010457D,13.89,20.83
477649575_02_02_1,477649575_02_02,203038,SN20220922010457D,13.89,20.83
477649575_02_02_2,477649575_02_02,203038,SN20220922010457D,13.89,20.83
477649576_01_0,477649576_01,203020,203038,13.89,19.87
477649576_01_1,477649576_01,203020,203038,13.89,19.87
477649576_01_2,477649576_01,203020,203038,13.89,19.87
477649576_02_0,477649576_02,203038,203020,13.89,19.87
477649576_02_1,477649576_02,203038,203020,13.89,19.87
477649578_010101_01_0,477649578_010101_01,201293,SN20220922005618D,13.89,87.54
477649578_010101_01_1,477649578_010101_01,201293,SN20220922005618D,13.89,87.54
477649578_010101_02_0,477649578_010101_02,SN20220922005618D,201293,13.89,87.54
477649578_010101_02_1,477649578_010101_02,SN20220922005618D,201293,13.89,87.54
477649578_010101_02_2,477649578_010101_02,SN20220922005618D,201293,13.89,87.54
477649578_01010201_01_0,477649578_01010201_01,SN20220922005618D,SN20220922005846D,13.89,14.36
477649578_01010201_01_1,477649578_01010201_01,SN20220922005618D,SN20220922005846D,13.89,14.36
477649578_01010201_01_2,477649578_01010201_01,SN20220922005618D,SN20220922005846D,13.89,14.36
477649578_01010201_02_0,477649578_01010201_02,SN20220922005846D,SN20220922005618D,13.89,14.36
477649578_01010201_02_1,477649578_01010201_02,SN20220922005846D,SN20220922005618D,13.89,14.36
477649578_01010201_02_2,477649578_01010201_02,SN20220922005846D,SN20220922005618D,13.89,14.36
477649578_01010202_01_0,477649578_01010202_01,SN20220922005846D,SN20220922005611D,13.89,14.27
477649578_01010202_01_1,477649578_01010202_01,SN20220922005846D,SN20220922005611D,13.89,14.27
477649578_01010202_01_2,477649578_01010202_01,SN20220922005846D,SN20220922005611D,13.89,14.27
477649578_01010202_02_0,477649578_01010202_02,SN20220922005611D,SN20220922005846D,13.89,14.27
477649578_01010202_02_1,477649578_01010202_02,SN20220922005611D,SN20220922005846D,13.89,14.27
477649578_01010202_02_2,477649578_01010202_02,SN20220922005611D,SN20220922005846D,13.89,14.27
477649578_0102_01_0,477649578_0102_01,SN20220922005611D,SN20220922005604D,13.89,43.3
477649578_0102_01_1,477649578_0102_01,SN20220922005611D,SN20220922005604D,13.89,43.3
477649578_0102_01_2,477649578_0102_01,SN20220922005611D,SN20220922005604D,13.89,43.3
477649578_0102_02_0,477649578_0102_02,SN20220922005604D,SN20220922005611D,13.89,43.3
477649578_0102_02_1,477649578_0102_02,SN20220922005604D,SN20220922005611D,13.89,43.3
477649578_0102_02_2,477649578_0102_02,SN20220922005604D,SN20220922005611D,13.89,43.3
477649578_02_01_0,477649578_02_01,SN20220922005604D,201306,13.89,104.08
477649578_02_01_1,477649578_02_01,SN20220922005604D,201306,13.89,104.08
477649578_02_01_2,477649578_02_01,SN20220922005604D,201306,13.89,104.08
477649578_02_02_0,477649578_02_02,201306,SN20220922005604D,13.89,104.06
477649578_02_02_1,477649578_02_02,201306,SN20220922005604D,13.89,104.06
477649580_01_01_0,477649580_01_01,201306,SN20220922010955D,13.89,127.72
477649580_01_01_1,477649580_01_01,201306,SN20220922010955D,13.89,127.72
477649580_01_02_0,477649580_01_02,SN20220922010955D,201306,13.89,127.67
477649580_01_02_1,477649580_01_02,SN20220922010955D,201306,13.89,127.67
477649588_0101_01_0,477649588_0101_01,201940,SN20220922004828D,13.89,83.45
477649588_0101_01_1,477649588_0101_01,201940,SN20220922004828D,13.89,83.45
477649588_0101_02_0,477649588_0101_02,SN20220922004828D,201940,13.89,83.49
477649588_0101_02_1,477649588_0101_02,SN20220922004828D,201940,13.89,83.49
477649588_0101_02_2,477649588_0101_02,SN20220922004828D,201940,13.89,83.49
477649588_0202_01_0,477649588_0202_01,SN20220922004758D,203667,13.89,22.48
477649588_0202_01_1,477649588_0202_01,SN20220922004758D,203667,13.89,22.48
477649588_0202_01_2,477649588_0202_01,SN20220922004758D,203667,13.89,22.48
477649588_0202_02_0,477649588_0202_02,203667,SN20220922004758D,13.89,22.48
477649588_0202_02_1,477649588_0202_02,203667,SN20220922004758D,13.89,22.48
477651435_01_0,477651435_01,203422,203423,13.89,28.95
477651435_02_0,477651435_02,203423,203422,13.89,28.95
477651437_0101_01_0,477651437_0101_01,202957,SN20220922010312D,13.89,17.97
477651437_0101_01_1,477651437_0101_01,202957,SN20220922010312D,13.89,17.97
477651437_0101_02_0,477651437_0101_02,SN20220922010312D,202957,13.89,17.97
477651437_0101_02_1,477651437_0101_02,SN20220922010312D,202957,13.89,17.97
477651437_0102_01_0,477651437_0102_01,SN20220922010312D,SN20220922010308D,13.89,31.49
477651437_0102_01_1,477651437_0102_01,SN20220922010312D,SN20220922010308D,13.89,31.49
477651437_0102_01_2,477651437_0102_01,SN20220922010312D,SN20220922010308D,13.89,31.49
477651437_0102_02_0,477651437_0102_02,SN20220922010308D,SN20220922010312D,13.89,31.49
477651437_0102_02_1,477651437_0102_02,SN20220922010308D,SN20220922010312D,13.89,31.49
477651437_02_01_0,477651437_02_01,SN20220922010308D,203423,13.89,112.32
477651437_02_01_1,477651437_02_01,SN20220922010308D,203423,13.89,112.32
477651437_02_02_0,477651437_02_02,203423,SN20220922010308D,13.89,112.32
477651437_02_02_1,477651437_02_02,203423,SN20220922010308D,13.89,112.32
477651439_01_0,477651439_01,201306,203423,13.89,173.23
477651439_01_1,477651439_01,201306,203423,13.89,173.23
477651439_02_0,477651439_02,203423,201306,13.89,173.25
477651439_02_1,477651439_02,203423,201306,13.89,173.25
477653357_01_0,477653357_01,201711,203667,13.89,33.83
477653357_01_1,477653357_01,201711,203667,13.89,33.83
477653357_02_0,477653357_02,203667,201711,13.89,33.83
477653357_02_1,477653357_02,203667,201711,13.89,33.83
477653357_02_2,477653357_02,203667,201711,13.89,33.83
477654134_01_0,477654134_01,203034,203732,13.89,64.54
477654134_02_0,477654134_02,203732,203034,13.89,64.54
477654162_01_0,477654162_01,203736,203737,13.89,17.63
477654162_02_0,477654162_02,203737,203736,13.89,17.63
